loss_function,final_accuracy_percent,min_test_loss,convergence_epoch_95_percent,final_grad_norm_l1,final_grad_norm_l2
CrossEntropy,97.77777777777777,0.08392966783708997,3,0.0002908325057598466,0.00019102913459143812
MSE_with_softmax,92.44444444444444,0.06366629653697348,10,0.0025893258413630473,0.0016179807469299515
