optimizer,initial_lr,final_lr,final_accuracy_percent,min_test_loss,convergence_epoch_90_percent,loss_std_last10,final_grad_norm_l1,final_grad_norm_l2
SGD,0.1,0.0014780882941434613,97.33333333333334,0.12041877561145359,5,0.0007040104180539703,0.22661627862941136,0.23682242428714578
SGD,0.01,0.00014780882941434616,69.77777777777779,1.8137986532847086,-1,0.005504394294427323,0.32954744452779944,0.5775591852990064
SGD,0.001,1.4780882941434607e-05,17.11111111111111,2.2820459270477294,-1,0.0002781973259650494,0.23920876532793045,0.48134426501664246
SGD_Momentum,0.1,0.0014780882941434613,98.66666666666667,0.06901019268565707,1,4.1751865157044015e-05,0.009442595193501224,0.006861401986415413
SGD_Momentum,0.01,0.00014780882941434616,97.33333333333334,0.1278603074285719,5,0.0008353705816393737,0.23834607377648354,0.2479049963029948
SGD_Momentum,0.001,1.4780882941434607e-05,67.77777777777779,1.8553372298346626,-1,0.005285001811276256,0.32139342752369965,0.5691984620961276
Adam,0.1,0.0014780882941434613,72.0,0.7310622511969672,-1,0.016686389324827987,0.015655846728226275,0.015937444567085055
Adam,0.01,0.00014780882941434616,98.22222222222223,0.08370758725537195,2,7.133237005681729e-05,0.0017615580013212325,0.0009656199002744291
Adam,0.001,1.4780882941434607e-05,98.66666666666667,0.073617801533805,2,0.0002922063807139911,0.08929041383618658,0.0738323422318155
